epiweek,WeekStart,WeekMid,WeekEnd,Year,Week,train_1,target_1,train_2,target_2,train_3,target_3
202329,16/07/2023,20/07/2023,22/07/2023,2023,29,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
202330,23/07/2023,27/07/2023,29/07/2023,2023,30,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
202331,30/07/2023,03/08/2023,05/08/2023,2023,31,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
202332,06/08/2023,10/08/2023,12/08/2023,2023,32,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
202333,13/08/2023,17/08/2023,19/08/2023,2023,33,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
202334,20/08/2023,24/08/2023,26/08/2023,2023,34,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
202335,27/08/2023,31/08/2023,02/09/2023,2023,35,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
202336,03/09/2023,07/09/2023,09/09/2023,2023,36,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
202337,10/09/2023,14/09/2023,16/09/2023,2023,37,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
202338,17/09/2023,21/09/2023,23/09/2023,2023,38,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
202339,24/09/2023,28/09/2023,30/09/2023,2023,39,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
202340,01/10/2023,05/10/2023,07/10/2023,2023,40,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
202341,08/10/2023,12/10/2023,14/10/2023,2023,41,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
202342,15/10/2023,19/10/2023,21/10/2023,2023,42,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
202343,22/10/2023,26/10/2023,28/10/2023,2023,43,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
202344,29/10/2023,02/11/2023,04/11/2023,2023,44,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
202345,05/11/2023,09/11/2023,11/11/2023,2023,45,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
202346,12/11/2023,16/11/2023,18/11/2023,2023,46,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
202347,19/11/2023,23/11/2023,25/11/2023,2023,47,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
202348,26/11/2023,30/11/2023,02/12/2023,2023,48,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
202349,03/12/2023,07/12/2023,09/12/2023,2023,49,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
202350,10/12/2023,14/12/2023,16/12/2023,2023,50,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
202351,17/12/2023,21/12/2023,23/12/2023,2023,51,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
202352,24/12/2023,28/12/2023,30/12/2023,2023,52,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
202401,31/12/2023,04/01/2024,06/01/2024,2024,1,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
202402,07/01/2024,11/01/2024,13/01/2024,2024,2,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
202403,14/01/2024,18/01/2024,20/01/2024,2024,3,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
202404,21/01/2024,25/01/2024,27/01/2024,2024,4,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
202405,28/01/2024,01/02/2024,03/02/2024,2024,5,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
202406,04/02/2024,08/02/2024,10/02/2024,2024,6,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
202407,11/02/2024,15/02/2024,17/02/2024,2024,7,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
202408,18/02/2024,22/02/2024,24/02/2024,2024,8,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
202409,25/02/2024,29/02/2024,02/03/2024,2024,9,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
202410,03/03/2024,07/03/2024,09/03/2024,2024,10,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
202411,10/03/2024,14/03/2024,16/03/2024,2024,11,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
202412,17/03/2024,21/03/2024,23/03/2024,2024,12,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
202413,24/03/2024,28/03/2024,30/03/2024,2024,13,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
202414,31/03/2024,04/04/2024,06/04/2024,2024,14,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
202415,07/04/2024,11/04/2024,13/04/2024,2024,15,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
202416,14/04/2024,18/04/2024,20/04/2024,2024,16,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
202417,21/04/2024,25/04/2024,27/04/2024,2024,17,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
202418,28/04/2024,02/05/2024,04/05/2024,2024,18,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
202419,05/05/2024,09/05/2024,11/05/2024,2024,19,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
202420,12/05/2024,16/05/2024,18/05/2024,2024,20,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
202421,19/05/2024,23/05/2024,25/05/2024,2024,21,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
202422,26/05/2024,30/05/2024,01/06/2024,2024,22,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
202423,02/06/2024,06/06/2024,08/06/2024,2024,23,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
202424,09/06/2024,13/06/2024,15/06/2024,2024,24,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
202425,16/06/2024,20/06/2024,22/06/2024,2024,25,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
202426,23/06/2024,27/06/2024,29/06/2024,2024,26,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
202427,30/06/2024,04/07/2024,06/07/2024,2024,27,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
202428,07/07/2024,11/07/2024,13/07/2024,2024,28,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
202429,14/07/2024,18/07/2024,20/07/2024,2024,29,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
202430,21/07/2024,25/07/2024,27/07/2024,2024,30,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
202431,28/07/2024,01/08/2024,03/08/2024,2024,31,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
202432,04/08/2024,08/08/2024,10/08/2024,2024,32,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
202433,11/08/2024,15/08/2024,17/08/2024,2024,33,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
202434,18/08/2024,22/08/2024,24/08/2024,2024,34,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
202435,25/08/2024,29/08/2024,31/08/2024,2024,35,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
202436,01/09/2024,05/09/2024,07/09/2024,2024,36,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
202437,08/09/2024,12/09/2024,14/09/2024,2024,37,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
202438,15/09/2024,19/09/2024,21/09/2024,2024,38,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
202439,22/09/2024,26/09/2024,28/09/2024,2024,39,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
202440,29/09/2024,03/10/2024,05/10/2024,2024,40,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
202441,06/10/2024,10/10/2024,12/10/2024,2024,41,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
202442,13/10/2024,17/10/2024,19/10/2024,2024,42,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
202443,20/10/2024,24/10/2024,26/10/2024,2024,43,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
202444,27/10/2024,31/10/2024,02/11/2024,2024,44,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
202445,03/11/2024,07/11/2024,09/11/2024,2024,45,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
202446,10/11/2024,14/11/2024,16/11/2024,2024,46,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
202447,17/11/2024,21/11/2024,23/11/2024,2024,47,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
202448,24/11/2024,28/11/2024,30/11/2024,2024,48,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
202449,01/12/2024,05/12/2024,07/12/2024,2024,49,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
202450,08/12/2024,12/12/2024,14/12/2024,2024,50,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
202451,15/12/2024,19/12/2024,21/12/2024,2024,51,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
202452,22/12/2024,26/12/2024,28/12/2024,2024,52,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
202501,29/12/2024,02/01/2025,04/01/2025,2025,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
202502,05/01/2025,09/01/2025,11/01/2025,2025,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
202503,12/01/2025,16/01/2025,18/01/2025,2025,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
202504,19/01/2025,23/01/2025,25/01/2025,2025,4,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
202505,26/01/2025,30/01/2025,01/02/2025,2025,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
202506,02/02/2025,06/02/2025,08/02/2025,2025,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
202507,09/02/2025,13/02/2025,15/02/2025,2025,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
202508,16/02/2025,20/02/2025,22/02/2025,2025,8,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
202509,23/02/2025,27/02/2025,01/03/2025,2025,9,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
202510,02/03/2025,06/03/2025,08/03/2025,2025,10,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
202511,09/03/2025,13/03/2025,15/03/2025,2025,11,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
202512,16/03/2025,20/03/2025,22/03/2025,2025,12,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
202513,23/03/2025,27/03/2025,29/03/2025,2025,13,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
202514,30/03/2025,03/04/2025,05/04/2025,2025,14,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
202515,06/04/2025,10/04/2025,12/04/2025,2025,15,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
202516,13/04/2025,17/04/2025,19/04/2025,2025,16,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
202517,20/04/2025,24/04/2025,26/04/2025,2025,17,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
202518,27/04/2025,01/05/2025,03/05/2025,2025,18,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
202519,04/05/2025,08/05/2025,10/05/2025,2025,19,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
202520,11/05/2025,15/05/2025,17/05/2025,2025,20,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
202521,18/05/2025,22/05/2025,24/05/2025,2025,21,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
202522,25/05/2025,29/05/2025,31/05/2025,2025,22,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
202523,01/06/2025,05/06/2025,07/06/2025,2025,23,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
202524,08/06/2025,12/06/2025,14/06/2025,2025,24,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
202525,15/06/2025,19/06/2025,21/06/2025,2025,25,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
202526,22/06/2025,26/06/2025,28/06/2025,2025,26,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
202527,29/06/2025,03/07/2025,05/07/2025,2025,27,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
202528,06/07/2025,10/07/2025,12/07/2025,2025,28,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
202529,13/07/2025,17/07/2025,19/07/2025,2025,29,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
202530,20/07/2025,24/07/2025,26/07/2025,2025,30,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
202531,27/07/2025,31/07/2025,02/08/2025,2025,31,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
202532,03/08/2025,07/08/2025,09/08/2025,2025,32,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
202533,10/08/2025,14/08/2025,16/08/2025,2025,33,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
202534,17/08/2025,21/08/2025,23/08/2025,2025,34,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
202535,24/08/2025,28/08/2025,30/08/2025,2025,35,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
202536,31/08/2025,04/09/2025,06/09/2025,2025,36,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
202537,07/09/2025,11/09/2025,13/09/2025,2025,37,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
202538,14/09/2025,18/09/2025,20/09/2025,2025,38,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
202539,21/09/2025,25/09/2025,27/09/2025,2025,39,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
202540,28/09/2025,02/10/2025,04/10/2025,2025,40,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
